Continent,state,Name,summit,broadrelief,steeprelief,lat,lon,broadcoord.X,broadcoord.Y,steepcoord.X,steepcoord.Y
ASIA-TEMPERATE,Tibet,Mount Everest,8849,8568,6468,27.9880555555556,86.925,87.0628709434479,27.6482815645358,87.2255070997307,27.8285039979063
ASIA-TROPICAL,Jammu-Kashmir,K2,8611,5663,4317,35.8811111111111,76.5133333333333,76.4192903078021,35.6646352098212,76.4578348272416,35.8246346771803
ASIA-TROPICAL,Nepal,Kangchenjunga,8586,8208,6513,27.7013888888889,88.1404152777778,87.2583740085933,28.4780181328061,87.2583740085933,28.4780181328061
ASIA-TROPICAL,Nepal,Dhaulagiri,8167,7485,6788,28.6966666666667,83.49,82.6469220126576,29.4333968679301,82.6469220126576,29.4333968679301
ASIA-TROPICAL,Nepal,Manaslu,8163,7861,7157,28.55,84.5597222222222,83.7176466884973,29.2865804345779,83.7176466884973,29.2865804345779
ASIA-TROPICAL,Jammu-Kashmir,Nanga Parbat,8125,7153,7063,35.2391666666667,74.59,73.7060683595752,35.9548044773647,73.7060683595752,35.9548044773647
ASIA-TROPICAL,Nepal,Annapurna,8091,6749,5709,28.5961111111111,83.8238888888889,84.0321146979089,28.3493069273783,83.7335662309483,28.5953142334032
ASIA-TEMPERATE,Tibet,Shishapangma,8027,7415,4457,28.3522222222222,85.7797222222222,84.9523927956322,29.0778276063379,84.9523927956322,29.0778276063379
ASIA-TROPICAL,Jammu-Kashmir,Disteghil Sar,7885,6076,5226,36.3258333333333,75.1880555555556,74.3318258532283,37.0103223323109,74.9770148102292,36.3035236825467
ASIA-TROPICAL,Uttaranchal,Nanda Devi,7816,7087,5222,30.3738888888889,79.9708333333333,80.1721618519006,30.1045128671849,79.7387170182304,30.2262423154008
ASIA-TROPICAL,Jammu-Kashmir,Batura Sar,7795,6322,5549,36.51,74.5225,74.4050557693432,36.2548648366272,74.644437900623,36.3539908300096
ASIA-TROPICAL,Jammu-Kashmir,Rakaposhi,7788,6580,6346,36.1425,74.4891666666667,74.5485780680809,35.8776586095541,73.6357863196997,36.8254141287141
ASIA-TEMPERATE,Tibet,Namcha Barwa,7782,7180,6032,29.6305555555556,95.0552777777778,94.2481012086315,30.3283818872195,95.1546016958335,29.5639846342125
ASIA-TROPICAL,Uttaranchal,Kamet,7756,6738,4286,30.92,79.5933333333333,79.4884200810828,30.6601394928488,79.5404790556079,30.86311963139
ASIA-TROPICAL,Pakistan,Tirich Mir,7708,6257,5484,36.2458333333333,71.8438888888889,70.9992097066608,36.9208634098109,71.9465833179285,36.2073532777903
ASIA-TEMPERATE,Xinjiang,Kongur Tagh,7649,6075,5301,38.5938888888889,75.3133333333333,75.4733550864121,38.8315522190244,74.4956647476924,39.2274292233709
ASIA-TROPICAL,Bhutan,Gangkhar Puensum,7570,5776,3074,28.0469444444444,90.455,90.2321632508264,27.9187633760027,89.6751311031917,28.7333550401972
ASIA-TEMPERATE,Sichuan,Mount Gongga,7556,5927,4985,29.5958333333333,101.879166666667,101.114646837558,30.2582832328401,101.114646837558,30.2582832328401
ASIA-TEMPERATE,Tadzhikistan,Ismoil Somoni Peak,7495,5529,4397,38.9427777777778,72.0152777777778,71.7765991968318,39.0717512491256,71.9325640249565,39.1012397226074
ASIA-TROPICAL,Pakistan,Noshaq,7492,6001,4770,36.4330555555556,71.8283333333333,71.0092765599054,37.0851669380713,71.7468621981245,36.2228268827957
ASIA-TEMPERATE,Kirgizistan,Pik Pobeda,7439,6069,3851,42.035,80.1284722222222,79.9976532759873,41.7839615209918,79.2546539543852,42.6765213287358
ASIA-TEMPERATE,Tibet,Gyala Peri,7294,6561,5888,29.8141666666667,94.9683333333333,94.2115621726559,30.4667064462125,94.2115621726559,30.4667064462125
ASIA-TEMPERATE,Kirgizistan,Khan Tengri,7010,5089,3717,42.2108333333333,80.1741666666667,79.338026757709,42.8233533847206,80.1938624548151,42.2659731498981
ASIA-TEMPERATE,Tibet,Muztag,6973,2036,1434,36.4166666666667,87.3833333333333,86.6932021911635,36.9692936637533,86.6932021911635,36.9692936637533
SOUTHERN AMERICA,Mendoza,Aconcagua,6961,6256,3704,-32.6530555555556,-70.0116666666667,-70.3367768323136,-32.699841873549,-69.9901763839886,-32.7047675738935
SOUTHERN AMERICA,Atacama,Ojos del Salado,6893,2691,1951,-27.1095833333333,-68.5423611111111,-68.6110536243656,-27.2161041908127,-69.2399626536977,-26.4811022049418
ASIA-TEMPERATE,Afghanistan,Kuh-e Bandaka,6812,5087,4462,36.1791666666667,70.9833333333333,70.2401919654155,36.773049294246,70.8905489655783,36.1962988324736
SOUTHERN AMERICA,Catamarca,Monte Pissis,6793,2689,2155,-27.7555555555556,-68.7983333333333,-68.715244284855,-27.7041388230401,-68.7380322314554,-27.7492707781854
SOUTHERN AMERICA,Peru,Nevado Huascarán,6768,6202,4440,-9.12111111111111,-77.6047222222222,-78.2290766917619,-8.49893217669797,-77.6956464671789,-9.10297177408865
ASIA-TEMPERATE,Xinjiang,Chakragil,6760,5249,4421,38.8658333333333,75.1083333333333,74.3846260081764,39.426001303008,75.1854040493446,38.9080101686465
SOUTHERN AMERICA,La Rioja,Cerro Bonete,6760,3705,1908,-28.0183333333333,-68.7558333333333,-68.6690550626777,-28.1353872267559,-69.4456693106783,-27.4004920999772
SOUTHERN AMERICA,Antofagasta,Cerro Llullaillaco,6752,3434,2403,-24.7197222222222,-68.5366666666667,-69.2070221812425,-24.1034594415728,-68.5703139790755,-24.6962912338117
SOUTHERN AMERICA,Atacama,Tres Cruces,6748,2924,2083,-27.0977777777778,-68.7788888888889,-68.8882992009868,-27.046789910513,-68.8152238814032,-27.044571370484
SOUTHERN AMERICA,San Juan,Cerro Mercedario,6720,5740,4013,-31.9788888888889,-70.1127777777778,-70.8257029132922,-31.3665536343463,-70.8257029132922,-31.3665536343463
SOUTHERN AMERICA,Peru,Nevado Huascarán - Pico Norte,6664,6160,4424,-9.10222222222222,-77.6202777777778,-78.235174320639,-8.49099992263988,-78.235174320639,-8.49099992263988
SOUTHERN AMERICA,Catamarca,Cerro Cazadero,6663,2733,2224,-27.1944444444444,-68.5608333333333,-68.6239796303933,-27.2260619173855,-69.2359802640844,-26.5859327316866
ASIA-TEMPERATE,Xinjiang,Xuelian Feng,6627,4604,4059,42.2616666666667,80.89,80.094805773958,42.8440414419022,80.7960453912617,42.2390766244579
ASIA-TROPICAL,Pakistan,Buni Zom,6542,5004,4647,36.1541666666667,72.3275,71.6145991301167,36.7248947290015,71.6145991301167,36.7248947290015
SOUTHERN AMERICA,Bolivia,Nevado Sajama,6542,2634,2232,-18.1077777777778,-68.8830555555555,-68.8029595485931,-18.1576790589122,-68.914002352655,-18.1305884528829
SOUTHERN AMERICA,Atacama,El Muerto,6502,2515,2409,-27.0572222222222,-68.4844444444444,-69.1427309509294,-26.4635860637485,-69.1427309509294,-26.4635860637485
SOUTHERN AMERICA,Catamarca,Cerro del Nacimiento,6465,2719,2238,-27.2805555555556,-68.5125,-68.4269087867835,-27.2694743281555,-69.168366694407,-26.6903703464508
SOUTHERN AMERICA,Catamarca,Volcán Antofalla,6440,3118,1388,-25.5627777777778,-67.8811111111111,-68.5251126503788,-24.9748305016856,-68.5251126503788,-24.9748305016856
SOUTHERN AMERICA,Bolivia,Nevado de Illimani,6438,5433,4659,-16.6480555555556,-67.7808333333333,-68.3883420200211,-16.0598486970992,-67.7363415183618,-16.7090904561659
SOUTHERN AMERICA,Bolivia,Nevado Ancohuma,6427,5735,3941,-15.8541666666667,-68.5408333333333,-68.3485862105659,-15.7243563348798,-69.1449802925622,-15.2672289659627
SOUTHERN AMERICA,Peru,Nevado Coropuna,6405,5741,2529,-15.5461111111111,-72.6605555555556,-73.2621660815763,-14.9620707811879,-72.5856375846754,-15.5887086403847
SOUTHERN AMERICA,Peru,Nevado Huandoy,6395,6194,4435,-9.02861111111111,-77.6652777777778,-78.2556672054967,-8.44057664625365,-77.69497977072,-9.10785814401887
ASIA-TEMPERATE,Qinghai,Amnye Maqen,6282,2605,2114,34.7383333333333,99.5036111111111,99.029717776597,35.1255148250654,99.029717776597,35.1255148250654
SOUTHERN AMERICA,Ecuador,Chimborazo,6263,6229,2892,-1.46916666666667,-78.8175,-79.3859738230673,-0.897314085367657,-79.3859738230673,-0.897314085367657
NORTHERN AMERICA,Alaska,Denali,6191,6021,5263,63.0691111111111,-151.006530555556,-152.262637091085,63.6240448515247,-152.262637091085,63.6240448515247
SOUTHERN AMERICA,Antofagasta,Aucanquilcha,6176,2487,1907,-21.2208333333333,-68.4686111111111,-69.0694771244799,-20.6540471841348,-68.428780414478,-21.2241252537742
SOUTHERN AMERICA,Bolivia,Nevado de Chiaraco,6104,5344,3127,-15.9605555555556,-68.4130555555556,-68.2582638940893,-15.7925496698694,-68.5873009657377,-15.8399788457218
SOUTHERN AMERICA,Bolivia,Huayna Potosí,6088,5333,3556,-16.2622222222222,-68.1538888888889,-68.7283330222629,-15.7041065672597,-68.0681093069826,-16.1386291524301
NORTHERN AMERICA,Yukon,Mount Logan,5959,5559,4287,60.5671611111111,-140.404138888889,-141.515977315844,61.1014054816471,-140.367114069001,60.4956705646551
SOUTHERN AMERICA,Ecuador,Volcán Cotopaxi,5897,3241,2469,-0.680555555555555,-78.4380555555556,-78.4841861542368,-0.552903719427354,-78.4752035749378,-0.690819990058124
AFRICA,Tanzania,Mount Kilimanjaro,5895,5196,4478,-3.06666666666667,37.3591666666667,36.8257283145828,-2.52912941916133,37.3360002183225,-3.15325724521511
ASIA-TEMPERATE,Qinghai,Altun Shan,5830,3949,2395,39.2508333333333,93.6963888888889,93.7080607787913,39.4265190842463,93.1017376985257,39.7087332997294
ASIA-TEMPERATE,Qinghai,Kangze'gyai,5808,1703,1374,38.5002777777778,97.7247222222222,97.173656017271,38.9288201139947,97.7243208722223,38.5224837461585
SOUTHERN AMERICA,Ecuador,Volcán Cayambe,5790,5087,3003,0.0252777777777778,-77.9888888888889,-77.7851055175968,0.130953036843371,-77.9333280857592,0.0111243852089334
SOUTHERN AMERICA,Colombia,Pico Cristóbal Colón,5700,5700,4554,10.8383333333333,-73.6866666666667,-74.2200964390634,11.364697983855,-74.2200964390634,11.364697983855
ASIA-TEMPERATE,Kabardino-Balkariya,Mount Elbrus,5642,5077,3636,43.35254,42.437875,41.7306493639856,43.8624637942384,42.3625905665823,43.3380687891703
NORTHERN AMERICA,Puebla,Pico de Orizaba,5636,5104,3755,19.03025,-97.2699,-97.8106940338644,19.5420863022393,-97.2200872278859,18.9963204320234
ASIA-TEMPERATE,Iran,Mount Damavand,5610,5409,4553,35.9552777777778,52.1091666666667,52.2052546754312,36.1705876321088,52.1939369042205,35.9813388317476
ASIA-TEMPERATE,Yunnan,Jade Dragon Snow Mountain,5596,4298,3870,27.0983333333333,100.175,100.29055970386,26.9491488365654,100.159612289498,27.1703054006332
SOUTHERN AMERICA,Tucumán,Cerro del Bolsón,5552,5184,4176,-27.2141666666667,-66.0941666666667,-66.645366145351,-26.7175694296705,-65.9815461920081,-27.2330283823831
NORTHERN AMERICA,Alaska,Mount Saint Elias,5489,5489,5212,60.2930166666667,-140.930072222222,-141.944638909079,60.7849380739248,-141.944638909079,60.7849380739248
ASIA-TEMPERATE,Xinjiang,Bogda Peak,5445,4865,2403,43.8016666666667,88.335,88.2849572824721,43.9815227526052,88.3037625301905,43.7722766134459
SOUTHERN AMERICA,Colombia,Ritacuba Blanco,5410,4952,2498,6.49416666666667,-72.2975,-72.1074619799202,6.37454362668767,-72.2498004688334,6.59385818536789
NORTHERN AMERICA,Puebla,Popocatepetl,5410,4162,3212,19.0223597222222,-98.6277902777778,-99.1469604088021,19.514023199691,-98.594506409933,18.977231556511
SOUTHERN AMERICA,Colombia,Nevado del Huila,5390,4386,3351,2.92361111111111,-76.0283333333333,-76.1793238781234,3.02050148475315,-76.0421396627454,2.86903372584655
SOUTHERN AMERICA,Colombia,Nevado del Ruiz,5311,5063,2362,4.89166666666667,-75.3186111111111,-75.801179554609,5.3754260880327,-75.2801606313962,4.86015057835503
NORTHERN AMERICA,Alaska,Mount Foraker,5304,5105,4193,62.9604,-151.3998,-152.469900984661,63.4349103631522,-152.469900984661,63.4349103631522
NORTHERN AMERICA,Yukon,Mount Lucania,5226,4157,3399,61.0233333333333,-140.465555555556,-141.453683868907,61.4919402765165,-141.453683868907,61.4919402765165
NORTHERN AMERICA,México State,Volcán Iztaccíhuatl,5213,3207,2436,19.1802777777778,-98.6416666666667,-99.1424053630686,19.6537310652824,-98.6798363485706,19.164328983167
AFRICA,Kenya,Mount Kenya,5199,2466,1373,-0.1,37.2,37.2242096246303,-0.0869318526514246,36.7391126607241,0.362992646463385
ASIA-TEMPERATE,Kabardino-Balkariya,Shkhara,5193,4534,3699,43,43.1097222222222,42.4625814505613,43.4697141433118,42.4625814505613,43.4697141433118
ASIA-TEMPERATE,Turkey,Mount Ararat,5137,4341,4077,39.7,44.3,43.6925866014307,40.1645490916864,44.3263197191359,39.7720949926335
AFRICA,Zaïre,Mount Stanley,5109,4414,4235,0.385833333333333,29.8716666666667,29.4550340030072,0.805222191482094,29.8256266301843,0.445747652755033
NORTHERN AMERICA,Alaska,Mount Bona,5044,4625,3556,61.3856,-141.7495,-142.71423002486,61.8392995531225,-141.816100759706,61.3401312645573
NORTHERN AMERICA,Alaska,Mount Blackburn,4996,4690,4162,61.7316666666667,-143.433055555556,-144.399430986715,62.180692409395,-143.557449463935,61.6859806778049
SOUTHERN AMERICA,Venezuela,Pico Bolívar,4981,4753,3749,8.54086111111111,-71.0465,-71.5051661184355,8.99551733213382,-71.5051661184355,8.99551733213382
ASIA-TEMPERATE,Kazakhstan,Pik Talgar,4979,4377,3378,43.1178388888889,77.3413333333333,77.2896362131834,43.2983459280674,77.3235618014537,43.1745904731108
ASIA-TEMPERATE,Sichuan,Jiuding Shan,4969,4400,3534,31.5433333333333,103.853333333333,103.341409463508,31.9784999228423,103.341409463508,31.9784999228423
NORTHERN AMERICA,Alaska,Mount Sanford,4949,4355,3746,62.2132,-144.1292,-145.101902790002,62.65743351006,-143.992107493514,62.2053709406258
ASIA-TEMPERATE,Xinjiang,Tomort,4886,3883,1761,43.0733333333333,94.3466666666667,93.7432423790358,43.5101542438023,94.2508627438029,43.1336473220825
ASIA-TROPICAL,Irian Jaya,Puncak Jaya,4884,4750,3622,-4.08333333333333,137.183333333333,136.740252602861,-3.63760629350493,137.199319854476,-4.13962727043467
ASIA-TEMPERATE,Iran,Sabalan,4811,4039,2585,38.2669444444444,47.8369444444444,47.6726199576544,38.3965116208783,47.7671757862919,38.2749867295761
EUROPE,Italy,Mont Blanc,4808,4471,4242,45.8327777777778,6.865,6.23515348215694,46.2669042623832,6.23515348215694,46.2669042623832
ASIA-TEMPERATE,Kamchatka,Klyuchevskaya Sopka,4750,4720,4176,56.0666666666667,160.633333333333,159.855741059854,56.4940324795982,160.771386833745,56.0383434844785
NORTHERN AMERICA,México State,Nevado de Toluca,4690,3037,1438,19.1019722222222,-99.7677388888889,-100.218259324264,19.527954075741,-99.7728225410829,19.0835879908226
NORTHERN AMERICA,Alaska,Mount Fairweather,4671,4578,4327,58.9063962962963,-137.526555555556,-138.353821870743,59.3270922397382,-138.353821870743,59.3270922397382
EUROPE,Italy,Monte Rosa,4633,4427,3734,45.9369444444444,7.86666666666667,7.2593146860003,46.3559797413239,7.94412127690144,45.9527077253027
AFRICA,Tanzania,Mount Meru,4565,3507,3045,-3.24678055555556,36.76025,36.3463000299951,-2.83092583104248,36.7600250499245,-3.30352788241432
NORTHERN AMERICA,Alaska,Mount Hubbard,4557,4557,3360,60.3194,-139.0726,-139.914563726981,60.727869545587,-139.157485650305,60.2906969947952
AFRICA,Ethiopia,Ras Dashen,4550,3397,2475,13.2366666666667,38.3725,38.4936544758142,13.1587675035891,38.3506704767765,13.3305347590445
NORTHERN AMERICA,Alaska,Mount Bear,4520,3490,2626,61.2834,-141.1433,-141.191116716975,61.1503517454498,-141.219267691601,61.2737317825718
ASIA-TROPICAL,Papua New Guinea,Mount Wilhelm,4509,4351,3083,-5.8,145.033333333333,144.623024591347,-5.38817933858772,144.963602725756,-5.64378152201854
AFRICA,Zaïre,Mount Karisimbi,4507,3325,2597,-1.5,29.45,29.420481986483,-1.36918356317761,29.3980162755325,-1.43474955859518
ASIA-TEMPERATE,Altay,Belukha Mountain,4506,3426,2775,49.8069444444444,86.5897222222222,85.9737932473915,50.2011301736976,86.6074210408561,49.7689570330451
EUROPE,Switzerland,Matterhorn,4478,4136,3006,45.9763888888889,7.65861111111111,7.07152521795873,46.3805022378194,7.07152521795873,46.3805022378194
ASIA-TEMPERATE,Dagestan,Bazar Dyuzi,4466,4125,3075,41.2205555555556,47.8580555555556,47.7285460380011,41.0684436153711,47.3134290468078,41.6277455566218
NORTHERN AMERICA,Alaska,Mount Hunter,4442,4224,3464,62.9504,-151.0915,-151.9862,63.34868,-151.9862,63.34868
NORTHERN AMERICA,Tlaxcala,Volcán La Malinche,4438,2211,1331,19.2308333333333,-98.0319444444444,-98.1225166203475,19.2012251766612,-98.046446884851,19.2170561264126
NORTHERN AMERICA,California,Mount Whitney,4421,3345,2846,36.5786027777778,-118.292086111111,-118.803112038491,36.9875703372333,-118.252869620167,36.6867781163147
NORTHERN AMERICA,Colorado,Mount Elbert,4401,1596,1323,39.1178,-106.445366666667,-106.806234969447,39.3979602795775,-106.806234969447,39.3979602795775
NORTHERN AMERICA,Washington,Mount Rainier,4394,4314,3659,46.8529388888889,-121.760438888889,-121.982110295975,46.9505494359349,-122.346635768451,47.2506104926758
NORTHERN AMERICA,Colorado,Blanca Peak,4374,2087,1852,37.5775,-105.485585185185,-105.863228794897,37.8766992972128,-105.502275698723,37.5439366945922
NORTHERN AMERICA,Colorado,Uncompahgre Peak,4365,2088,1329,38.0717,-107.4621,-107.55635182031,38.1188252887862,-107.556288304919,38.0692749746667
NORTHERN AMERICA,Colorado,Crestone Peak,4359,2055,1850,37.9669,-105.5855,-105.696944602207,37.9506756226122,-105.628690251361,37.9709913482264
NORTHERN AMERICA,Colorado,Longs Peak,4346,2392,1691,40.255,-105.615,-105.499422141723,40.2399478199076,-105.581683948383,40.2400005393204
NORTHERN AMERICA,California,White Mountain Peak,4344,3107,2924,37.6341,-118.2557,-118.765156661484,38.0364130575696,-118.312041129987,37.6050297437112
NORTHERN AMERICA,California,North Palisade,4341,3176,2538,37.0941666666667,-118.514444444444,-118.373357880807,37.0202401024729,-118.373295419206,37.0540303952392
NORTHERN AMERICA,California,Mount Shasta,4322,3707,3116,41.4091990740741,-122.194896296296,-122.720645859392,41.8001651871541,-122.720645859392,41.8001651871541
NORTHERN AMERICA,Alaska,Mount Wrangell,4317,3678,2892,62.0059,-144.0187,-144.860626912956,62.3932785221557,-144.167294501351,61.9650377252708
NORTHERN AMERICA,Colorado,Pikes Peak,4302,2504,1575,38.8405,-105.0442,-105.416884207895,39.1306364517539,-105.026631661732,38.8542358619304
NORTHERN AMERICA,Yukon,Mount Augusta,4289,4014,3276,60.3074,-140.4584,-140.296666798592,60.1456103606017,-141.250393869869,60.6931058621916
NORTHERN AMERICA,Colorado,Culebra Peak,4283,2016,1314,37.1224,-105.1858,-105.076459371775,37.137803017863,-105.55616196191,37.4188546216603
NORTHERN AMERICA,Jalisco,Nevado de Colima,4270,3762,2721,19.5633166666667,-103.608655555556,-104.020241121638,19.9505157065018,-103.56896581528,19.5535109474941
SOUTHERN AMERICA,Guatemala,Volcán Tajumulco,4220,4145,3558,15.0381666666667,-91.90185,-92.2986809899592,15.4210543786819,-91.9468998113835,15.0056720690063
NORTHERN AMERICA,Alaska,Regal Mountain,4220,3689,3004,61.7438,-142.8675,-143.683307087618,62.1220904499881,-142.802774407766,61.6982449631703
NORTHERN AMERICA,Alaska,Mount Hayes,4216,3591,3121,63.6204777777778,-146.716866666667,-147.586120953182,63.9988273157203,-146.646895856266,63.662758513322
NORTHERN AMERICA,Wyoming,Gannett Peak,4209,1792,1571,43.1842666666667,-109.654233333333,-109.701471301283,43.1091414959136,-109.704610956187,43.1924016895912
PACIFIC,Hawaiian Is.,Mauna Kea,4207,4207,2111,19.8206518518518,-155.468051851852,-155.874559235196,20.2042330297154,-155.506100096024,19.8659494832281
NORTHERN AMERICA,Wyoming,Grand Teton,4199,2297,2186,43.7412,-110.8024,-111.214159191364,44.0374225350849,-111.214159191364,44.0374225350849
NORTHERN AMERICA,Alaska,Mount Cook,4194,4194,3387,60.1816,-139.9811,-140.752469850943,60.5580027872629,-140.00925665045,60.1294047418048
PACIFIC,Hawaiian Is.,Mauna Loa,4169,4169,1693,19.4756,-155.6054,-156.008146717313,19.8551460673475,-155.626199668471,19.3813327178044
AFRICA,Morocco,Toubkal,4167,3459,2456,31.0619444444444,-7.91611111111111,-8.35839184893346,31.4395960572932,-8.35839184893346,31.4395960572932
ASIA-TROPICAL,Papua New Guinea,Mount Boising,4150,3875,3223,-5.8,146.1,145.722062132914,-5.42129829396134,146.11909463057,-5.74470310228497
SOUTHERN AMERICA,La Rioja,El Melao,4150,3189,2707,-28.8675,-67.1275,-67.5428599295399,-28.5006739764254,-67.2624753834246,-28.8959890466285
NORTHERN AMERICA,Utah,Kings Peak,4125,1150,871,40.7763,-110.3729,-110.406459481524,40.7305046120774,-110.724763189684,41.0428947219591
ASIA-TROPICAL,Sabah,Mount Kinabalu,4095,4047,3879,6.075,116.558611111111,116.184766253728,6.44692908362173,116.514748371302,6.13508675892788
NORTHERN AMERICA,Alaska,Mount Natazhat,4095,3242,2616,61.5217,-141.103,-141.888824352367,61.8889467196164,-141.118520998152,61.5591638912638
NORTHERN AMERICA,Alaska,Mount Jarvis,4091,3271,2576,62.0234,-143.6198,-144.41796657367,62.3909350358335,-144.41796657367,62.3909350358335
ASIA-TEMPERATE,Armenia,Aragats Lerr,4090,3134,1421,40.5230555555556,44.1952777777778,43.7053721939313,40.8931717325294,44.2125626651264,40.509230984192
SOUTHERN AMERICA,Guatemala,Volcán Tacaná,4067,4055,3544,15.1325,-92.1083333333333,-92.4910592185369,15.5021220727125,-92.1554495376065,15.1002763541448
SOUTHERN AMERICA,Aisén,Cerro San Valentín,4058,4086,3949,-46.595,-73.3456944444444,-73.9339500744685,-46.1856449784975,-73.2728838415034,-46.5402371789173
AFRICA,Cameroon,Mount Cameroon,4040,4040,3488,4.21666666666667,9.1725,8.80504557107324,4.58486192672605,9.11822965710182,4.23000349944701
NORTHERN AMERICA,British Columbia,Mount Waddington,4019,4019,3022,51.3736555555556,-125.263466666667,-125.851846846339,51.7371535800218,-125.851846846339,51.7371535800218
NORTHERN AMERICA,Alaska,Mount Marcus Baker,4016,4016,3756,61.4375259259259,-147.752037037037,-148.520946229937,61.7983172207051,-147.720327782666,61.3831860914895
NORTHERN AMERICA,Wyoming,Cloud Peak,4014,2037,1134,44.3821407407407,-107.173896296296,-107.60082267963,44.6864632019513,-107.128066564584,44.3362799489859
NORTHERN AMERICA,New Mexico,Wheeler Peak,4013,1824,1148,36.5568,-105.4169,-105.501125844519,36.5090543150854,-105.750871467983,36.8262693909555
NORTHERN AMERICA,Wyoming,Francs Peak,4012,1888,1357,43.9613,-109.3392,-109.242619077018,44.0107139895239,-109.242735555522,43.9387144442252
NORTHERN AMERICA,California,Boundary Peak,4007,2740,2563,37.8461,-118.3514,-118.823624154875,38.2158473773134,-118.372449324877,37.7528037529025
NORTHERN AMERICA,California,Mount Ritter,4006,2736,1662,37.6891666666667,-119.199444444444,-119.670545072622,38.0590198004783,-119.211855628797,37.6680380595987
NORTHERN AMERICA,Nevada,Wheeler Peak,3982,2412,2132,38.9858,-114.3139,-114.738463938207,39.3150249480001,-114.361386642239,38.9757466921431
SOUTHERN AMERICA,Guatemala,Volcán Acatenango,3975,3871,3181,14.5016,-90.8755,-91.2485290769702,14.8637689212094,-91.2485290769702,14.8637689212094
NORTHERN AMERICA,British Columbia,Mount Robson,3959,3237,3156,53.1105277777778,-119.156633333333,-119.714890941512,53.4430853516393,-119.206533963036,53.0669816359786
ASIA-TEMPERATE,Taiwan,Yushan,3952,3575,3033,23.47,120.957266666667,120.564618993134,23.8306278101674,120.564618993134,23.8306278101674
ASIA-TEMPERATE,Iran,Taftan,3941,2429,1615,28.6,61.1333333333333,61.2284371954316,28.5688828815658,61.1543440910534,28.6050060726516
NORTHERN AMERICA,México Distrito Federal,Cerro Ajusco,3937,1653,1228,19.2075,-99.2583333333333,-99.2179605420155,19.2322935026397,-99.637199512627,19.5661553065194
NORTHERN AMERICA,Montana,Granite Peak,3904,2169,1489,45.1634333333333,-109.807533333333,-110.221546861506,45.4539044781135,-110.221546861506,45.4539044781135
NORTHERN AMERICA,Alaska,Mount Crillon,3879,3823,3389,58.6625,-137.1712,-137.853030112785,59.0115031439964,-137.264593120496,58.63171806706
NORTHERN AMERICA,Utah,Mount Peale,3879,2394,1647,38.4385,-109.2292,-109.572429692891,38.7073079541577,-109.287674763913,38.4420438669967
NORTHERN AMERICA,Idaho,Borah Peak,3861,2015,1914,44.1374,-113.7811,-114.229483994627,44.4588429373821,-113.820887420378,44.1154788034731
NORTHERN AMERICA,Montana,Mount Wood,3859,2419,1965,45.275,-109.807777777778,-110.216826316721,45.5627839530317,-109.854789734426,45.336310697945
NORTHERN AMERICA,Arizona,Humphreys Peak,3852,1915,1404,35.3464,-111.678,-111.630172796992,35.3945665904404,-111.693449552596,35.3112019081836
ASIA-TEMPERATE,Xinjiang,Sauyr Zhotasy,3840,2309,1505,47.0491666666667,85.5666666666667,85.0802195509523,47.378838134411,85.0802195509523,47.378838134411
NORTHERN AMERICA,Michoacán,Volcán Tancítaro,3840,3452,1532,19.4166333333333,-102.319761111111,-102.689841521332,19.7659904873476,-102.353412972207,19.3869546028251
NORTHERN AMERICA,California,Mount Conness,3839,2293,1326,37.9669444444444,-119.321388888889,-119.775093258394,38.3226115029086,-119.775093258394,38.3226115029086
ASIA-TROPICAL,Myanmar,Saramati,3826,3617,3149,25.7333333333333,95.0333333333333,94.6483770441384,26.0802085143432,95.0207312941556,25.688064350098
SOUTHERN AMERICA,Costa Rica,Chirripó Grande,3820,3453,2408,9.48423333333333,-83.4887555555556,-83.8405915189406,9.83128219052228,-83.4850663361005,9.57378648486947
NORTHERN AMERICA,Jalisco,Volcán de Colima,3820,3769,2709,19.5130555555556,-103.6175,-103.985887790017,19.8597008723583,-103.570662795068,19.5551910053467
ASIA-TROPICAL,Sumatera,Mount Kerinci,3805,3567,3147,-1.69694388888889,101.264443888889,100.918722569119,-1.35076917646823,100.918722569119,-1.35076917646823
EUROPE,Austria,Großglockner,3797,3085,2555,47.0744444444444,12.6938888888889,12.7638310603087,46.9446682176992,12.7806201940341,47.1740311362611
ASIA-TEMPERATE,Honshu,Mount Fuji,3776,3776,3320,35.3605555555556,138.7275,138.303347807425,35.7056030456733,138.303347807425,35.7056030456733
NORTHERN AMERICA,Alaska,Mount Deborah,3761,3107,2520,63.6377,-147.2384,-148.013989130843,63.9744136492934,-147.187605547095,63.6669809392957
NORTHERN AMERICA,Washington,Mount Adams,3743,3356,2636,46.2024,-121.4909,-121.981274889477,46.539928656839,-121.981274889477,46.539928656839
NORTHERN AMERICA,Alberta,Mount Columbia,3741,2844,2475,52.1472611111111,-117.441633333333,-117.943598372687,52.4528812421183,-117.943598372687,52.4528812421183
ASIA-TROPICAL,Lesser Sunda Is.,Mount Rinjani,3726,3646,3181,-8.41666666666667,116.466666666667,116.127217499641,-8.0766851852534,116.127217499641,-8.0766851852534
AUSTRALASIA,New Zealand South,Aoraki/Mount Cook,3724,3208,2479,-43.595,170.141944444444,169.68092783664,-43.2559549415587,169.68092783664,-43.2559549415587
